Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
1258.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,5.0,3.0,5.0,62491.0
1919.0,4.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,1.0,3.0,1.0,5.0,1.0,2.0,4.0,6.0,4.0,3.0,3.0,2.0,4.0,3.0,7.0,59863.0
868.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,7.0,21383.0
1456.0,2.0,2.0,6.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,6.0,2.0,5.0,2.0,3.0,123380.0
1796.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,4.0,2.0,6.0,4.0,5.0,4.0,7.0,52688.0
766.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,5.0,5.0,0.0,9610.0
411.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,6.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,2.0,5.0,4.0,12.0,5127.0
1117.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,6.0,5.0,4.0,2.0,5.0,34922.0
248.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,7689.0
1410.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,14279.0
443.0,3.0,1.0,5.0,3.0,5.0,5.0,6.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,6.0,5.0,1.0,5.0,8356.0
106.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,5.0,4.0,0.0,2019.0
1544.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,6.0,1.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,6.0,1.0,1.0,44028.0
1873.0,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,0.0,23365.0
87.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,1185.0
1611.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,6.0,2.0,12.0,77014.0
1117.0,2.0,3.0,6.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,8.0,68658.0
1983.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,16.0,132240.0
766.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,5943.0
1394.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,11.0,41149.0
664.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,23211.0
896.0,4.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,6.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,30148.0
139.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,2.0,2272.0
897.0,4.0,1.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,2.0,11097.0
1722.0,3.0,4.0,2.0,4.0,5.0,5.0,6.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,79618.0
764.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,6.0,4.0,16.0,31251.0
1995.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,5.0,6.0,4.0,4.0,2.0,1.0,25764.0
678.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,6.0,3.0,2.0,3.0,16072.0
764.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,6.0,2.0,4.0,2.0,0.0,21766.0
11.0,4.0,2.0,3.0,5.0,4.0,1.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,6.0,6.0,6.0,3.0,0.0,42.0
660.0,2.0,2.0,6.0,6.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,4.0,3.0,2.0,3.0,6.0,2.0,5.0,3.0,31.0,155526.0
1277.0,4.0,2.0,1.0,4.0,5.0,2.0,6.0,3.0,4.0,4.0,3.0,6.0,1.0,3.0,1.0,5.0,4.0,3.0,3.0,2.0,6.0,1.0,3.0,21415.0
321.0,5.0,5.0,5.0,2.0,4.0,3.0,6.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,6.0,3.0,5.0,5.0,0.0,2057.0
1864.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,7.0,48652.0
1666.0,1.0,3.0,1.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,5.0,6.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,5.0,41820.0
575.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,3.0,9.0,48459.0
1060.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,0.0,8303.0
1748.0,2.0,1.0,5.0,6.0,4.0,1.0,6.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,12.0,41738.0
252.0,2.0,1.0,6.0,3.0,4.0,3.0,1.0,4.0,3.0,5.0,2.0,5.0,6.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,4579.0
781.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,6.0,1.0,8.0,31136.0
1389.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,1.0,4.0,2.0,5.0,3.0,2.0,29669.0
1851.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,44475.0
1399.0,4.0,5.0,3.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,19526.0
288.0,3.0,4.0,6.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,7.0,608.0
766.0,4.0,1.0,6.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,6.0,6.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,14744.0
977.0,5.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,6.0,39079.0
671.0,5.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,0.0,10510.0
5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,44.0
321.0,3.0,5.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,5.0,1.0,5.0,4.0,6.0,4465.0
1760.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,10.0,46651.0
1493.0,5.0,3.0,6.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,76111.0
634.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,8006.0
640.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,6.0,2.0,6.0,11887.0
280.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,6.0,5.0,0.0,2683.0
1789.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,0.0,47898.0
1899.0,4.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,6.0,4.0,3.0,9.0,29717.0
899.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,3.0,11.0,57023.0
1737.0,1.0,1.0,6.0,5.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,16.0,67270.0
901.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,6.0,4.0,18.0,33726.0
1807.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,3.0,6.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,6.0,5.0,4.0,13845.0
713.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,21724.0
81.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,12.0,2916.0
1532.0,5.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,5.0,3.0,6.0,3.0,5.0,3.0,1.0,20152.0
1223.0,2.0,1.0,2.0,6.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,7.0,58666.0
734.0,4.0,2.0,4.0,6.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,8689.0
991.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,1.0,6.0,2.0,2.0,5.0,5.0,6.0,2.0,9.0,20206.0
1598.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,6.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,17.0,23156.0
1267.0,5.0,1.0,4.0,2.0,4.0,5.0,6.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,6.0,3.0,5.0,2.0,12.0,116644.0
41.0,4.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,797.0
1139.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,6.0,3.0,6.0,27660.0
1745.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,1.0,2.0,13995.0
455.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,5001.0
1309.0,1.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,6.0,6.0,3.0,5.0,12.0,40183.0
660.0,2.0,5.0,6.0,3.0,3.0,4.0,5.0,2.0,1.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,2.0,1.0,4.0,2.0,5.0,3.0,20.0,18928.0
1617.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,1.0,5.0,4.0,3.0,6.0,4.0,9.0,12521.0
1927.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,12.0,78421.0
481.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,6.0,4.0,3.0,6.0,4338.0
180.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,6.0,3846.0
1462.0,2.0,3.0,2.0,4.0,5.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,7.0,36125.0
384.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,4.0,1.0,8.0,25538.0
543.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,6.0,3.0,3.0,4.0,7.0,12971.0
935.0,3.0,1.0,5.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,6.0,4.0,4.0,5.0,5.0,2.0,4.0,6.0,5.0,4.0,1.0,16733.0
944.0,3.0,4.0,6.0,1.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,8.0,13197.0
1109.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,8.0,33579.0
618.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,5.0,1.0,6.0,74582.0
1791.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,14.0,38728.0
547.0,3.0,1.0,5.0,5.0,4.0,2.0,6.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,6.0,4.0,4.0,3.0,3.0,19123.0
1237.0,4.0,4.0,4.0,6.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,3.0,1.0,12.0,29822.0
430.0,4.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,0.0,4740.0
1425.0,3.0,4.0,2.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,0.0,67718.0
302.0,3.0,3.0,6.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,1.0,3.0,3847.0
1443.0,4.0,3.0,6.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,6.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,20283.0
311.0,3.0,2.0,4.0,1.0,4.0,3.0,5.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,12.0,7134.0
475.0,4.0,3.0,5.0,3.0,3.0,2.0,6.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,6.0,6.0,4.0,4.0,1.0,5874.0
236.0,4.0,3.0,6.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,0.0,1856.0
1263.0,2.0,1.0,3.0,6.0,3.0,4.0,6.0,1.0,4.0,5.0,4.0,6.0,3.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,5.0,2.0,12.0,124597.0
1898.0,3.0,5.0,5.0,1.0,3.0,2.0,6.0,2.0,1.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,1.0,6.0,21846.0
1798.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,2.0,1.0,4.0,1.0,6.0,3.0,9.0,115085.0
917.0,5.0,5.0,6.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,1.0,5.0,3.0,0.0,11542.0
1662.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,0.0,27180.0
931.0,5.0,3.0,4.0,6.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,4.0,2.0,5.0,3.0,3.0,6.0,4.0,4.0,3.0,1.0,13508.0
1223.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,6.0,4.0,3.0,3.0,6.0,3.0,2.0,6.0,4.0,4.0,2.0,4.0,32924.0
1722.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,6.0,5.0,6.0,1.0,8.0,23653.0
1929.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,7949.0
420.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,5.0,4.0,2.0,0.0,4754.0
1572.0,2.0,2.0,4.0,6.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,6.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,20.0,54009.0
1179.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,6.0,1.0,4.0,4.0,1.0,18848.0
1157.0,3.0,2.0,5.0,6.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,18.0,158892.0
1644.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,12.0,96426.0
1254.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,6.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,33273.0
1579.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,2.0,4.0,2.0,15.0,94577.0
793.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,0.0,10763.0
1493.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,6.0,4.0,3.0,4.0,3.0,5.0,2.0,7.0,57141.0
128.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,1313.0
1641.0,3.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,46395.0
1136.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,1.0,6.0,3.0,12.0,28551.0
1217.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,12.0,41759.0
1093.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,6.0,3.0,3.0,5.0,2.0,3.0,5.0,6.0,6.0,2.0,10.0,33188.0
1294.0,2.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,1.0,2.0,3.0,5.0,4.0,5.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,15.0,48803.0
105.0,3.0,4.0,2.0,6.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,6.0,2.0,3.0,4.0,5.0,4.0,2.0,15.0,4979.0
1986.0,5.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,40648.0
1726.0,1.0,5.0,3.0,2.0,4.0,4.0,6.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,4.0,3.0,6.0,5.0,3.0,18.0,31140.0
1151.0,5.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,6.0,6.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,8941.0
1487.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,7.0,11350.0
1832.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,5.0,2.0,0.0,47038.0
1066.0,4.0,2.0,6.0,2.0,4.0,4.0,3.0,1.0,4.0,5.0,1.0,4.0,3.0,4.0,3.0,6.0,1.0,2.0,5.0,2.0,3.0,3.0,15.0,55156.0
848.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,4.0,6.0,5.0,3.0,4.0,2.0,5.0,4.0,11.0,6674.0
1053.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,5.0,6.0,2.0,6.0,38555.0
1013.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,1.0,12726.0
472.0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,21463.0
1076.0,4.0,4.0,3.0,6.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,8.0,57606.0
1304.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,1.0,16.0,48557.0
1327.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,6.0,3.0,3.0,10967.0
147.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,6.0,2.0,4.0,2.0,16.0,3093.0
1096.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,26901.0
403.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,6.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,6.0,1.0,8.0,3570.0
